,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y
0,6,0.228827775354958,0.009842332540373788,0.0,0.08008058756569487,probeC,767871931,3.329261799617903,6.83729433272395,9.57229309780831,5.56488361911048,0.99,0.0168683754335717,0.0499517080132915,5,4
1,20,0.020591657724322986,0.03035211962820905,0.05264706036969424,0.05316052676255294,probeC,767871931,1.7100441604810677,2.7178549664838516,3.2486915276414785,1.7994294733502,0.99,0.0228344908907628,0.361219088981608,2,4
2,25,0.4065996672402813,0.23102976499693412,0.1941870560332448,0.2796292769945242,probeC,767871931,13.85104450499546,15.986187284176317,23.313297350343476,11.2324422249527,0.99,0.000225947503430278,0.0,2,4
3,39,0.07017925917653559,0.03101294018697438,0.024327390176547635,0.046334947297567444,probeC,767871931,2.918976479062921,2.5959780621572213,2.8500163559044815,2.6388478207583,0.99,0.0489869544227729,0.308833798226117,7,6
4,43,0.10000450775893441,0.0,0.0,0.0,probeC,767871931,95.80632027310597,96.10603290676417,80.851324828263,68.0844883341016,0.99,0.0169790461774078,0.00516025971616766,4,4
5,44,0.06239090624972181,0.05745096616369714,0.0,0.12324523412986717,probeC,767871931,11.387766607159637,6.977452772699574,5.4076709192018315,13.1941384420398,0.99,5.73985623203667e-05,0.00693532093983373,1,1
6,45,0.05862636893073185,0.03256415854965211,0.0,0.14596359161387146,probeC,767871931,11.48798897553948,7.097298395287427,5.254334314687602,8.54557874863457,0.99,0.00516745312077443,0.0304822983028308,3,4
7,46,0.06467220341519002,0.07281133384082064,0.0,0.12876433664771827,probeC,767871931,9.483541607942623,6.225878529352022,3.6575891396794242,8.52705698632217,0.99,0.011487017054446,0.0913256970005231,1,4
8,47,0.33638925652969975,0.31825088605994656,0.14596035692405804,0.27868491304755244,probeC,767871931,16.54921857872154,20.871419865935408,19.107785410533204,11.1488929710435,0.99,0.0396635380587516,0.0786181413688859,3,4
9,48,0.1333003821529119,0.0,0.0,0.31480932546640894,probeC,767871931,58.25268564627768,34.775543367865126,22.397366699378477,33.7537979175607,0.99,0.0025095391966537,0.0072192561319349,3,4
10,52,0.11261941111634251,0.11109981077635092,0.0,0.12792571789281457,probeC,767871931,13.946568949857499,12.45378834044282,8.341511285574093,8.40515560501612,0.99,8.68901501720955e-05,0.00053405642282405,4,3
11,53,0.024433051503462734,0.007935710810168372,0.0,0.00589320670852238,probeC,767871931,12.510570327915064,11.237050578915296,8.903745502126268,7.8060168589107,0.99,0.0389133828170454,0.0544881873747271,2,5
12,57,0.09159438950323706,0.011326573391644622,0.0,0.0,probeC,767871931,8.042845062482384,7.436522445663214,7.178197579326136,7.2385865645901,0.99,0.000131601250385401,0.0,5,5
13,58,0.026472290160100574,0.007997639028092274,0.0,0.021889639380787074,probeC,767871931,13.230918600645182,11.742839731870811,9.128639188747137,7.07168938027512,0.99,0.0048232755799422,0.0543206305087498,5,5
14,59,0.0068694738293442635,0.01052328821799937,0.006918752032116027,0.023967975603734093,probeC,767871931,1.154123210874127,1.2004875076173067,2.101733725875041,1.93814136718979,0.99,0.0274230968497642,0.0301320729973608,4,5
15,60,0.07635975657910765,0.0,0.0,0.0,probeC,767871931,9.353565723950014,8.0784074751168,12.111547268563951,10.104426635427,0.99,0.0983732485176805,0.0140423212743521,6,1
16,61,0.06716386320937709,0.0331702132173709,0.0,0.09990388105373516,probeC,767871931,8.362303861693132,6.290879544992891,4.369070984625449,6.2466656633598,0.99,0.000261402674889248,0.00193380255591565,5,5
17,62,0.03835016450556228,0.03077995647515259,0.0,0.06759241237735139,probeC,767871931,12.039212001628615,10.489538899045298,7.37855740922473,7.32726956783588,0.99,0.0812918253447717,0.0407588867132162,2,4
18,66,0.05729095809772351,0.02699529260176483,0.0,0.01251575724363727,probeC,767871931,12.939647342541265,13.022547227300429,11.234461890742558,8.4796453012725,0.99,0.0680162745514757,0.028334597354365,5,5
19,67,0.06321021993536613,0.07445147311060704,0.0,0.18964787068307276,probeC,767871931,15.298004948479441,10.96892138939671,6.947170428524697,10.3206480780739,0.99,0.00154178724467486,0.0382550236805662,4,2
20,71,0.03332837919171794,0.013350379395399115,0.0,0.019142608636339143,probeC,767871931,2.6840803031726646,2.8478569977655903,2.6169447170428524,2.83594353058263,0.99,9.18547978600449e-06,0.0140735854808179,4,3
21,72,0.06620531878489336,0.03618013753304463,0.010761617446144766,0.11270532818008479,probeC,767871931,9.947070061699396,7.09526711354865,4.479473339875695,4.81998665654663,0.99,0.00654004576779313,0.0389760862973789,4,4
22,73,0.24876333943812798,0.09849349534296084,0.03166739859576637,0.23173750422095424,probeC,767871931,10.935199974944409,7.186674791793623,5.448560680405627,5.39134275918344,0.99,0.000653794053346042,0.0116822711226255,4,4
23,74,0.09129672447082778,0.0,0.0,0.0,probeC,767871931,19.192583544739893,18.072313629900467,14.403418384036637,14.2536033786594,0.99,0.010714580488667,0.0265561648553093,5,4
24,75,0.0682646540955292,0.039181091914125624,0.04108248476484706,0.16866915273831354,probeC,767871931,13.099376742146639,8.448100751574245,5.127576054955839,5.87602909360844,0.99,0.00179155370646248,0.054636237964051,5,4
25,76,0.05256685333317035,0.005363040159555554,0.0,0.02932235678994257,probeC,767871931,5.634376272354286,4.629291082673167,4.297513902518809,4.76522666362301,0.99,0.000329816768535117,0.0216000563589374,5,3
26,77,0.02236148320474709,0.015964459975131427,0.015310458147271278,0.042199294445033765,probeC,767871931,5.823859187572427,4.288035750558603,2.8132155708210664,3.7508581917641,0.99,0.0286000381150357,0.294991874291544,4,5
27,79,0.08361503675599484,0.011961863324100297,0.0,0.05721260923090843,probeC,767871931,6.176203451407812,4.732886451350803,4.428361138370952,4.00251257100865,0.99,0.0207084141378767,0.4121461979692,5,4
28,81,0.03858319829139913,0.07558500486258182,0.009575776415840887,0.050572206163419266,probeC,767871931,2.1798365122615806,1.8281535648994518,1.2818940137389598,1.2918929212898,0.99,0.0148382245082178,0.406909778258884,4,4
29,84,0.14143517071631723,0.0684778168269462,0.03869017399759722,0.1435398553697284,probeC,767871931,6.984246296470294,7.107454803981313,3.2384690873405297,3.17779083934842,0.99,0.00126625749613782,0.0149447285881183,5,3
30,85,0.1642990266892877,0.11366046017381815,0.1089272880184946,0.18404307515940574,probeC,767871931,29.712800275611517,26.189315458054036,17.408815832515536,13.2990279873089,0.99,0.00260109798551525,0.0151459740068403,4,5
31,90,0.029817389149430617,0.040376475345933784,0.006369627652333931,0.04072218547029236,probeC,767871931,2.1344232515894643,1.9804996953077394,1.106068040562643,2.08238965737276,0.99,0.00760542853941738,0.0348028374852172,2,3
32,91,0.09273559589454339,0.011799564725512624,0.006751533458508563,0.07831656297254345,probeC,767871931,3.562592001002224,2.5736339630306726,1.4883873078181222,1.75413168508618,0.99,0.00040023073262232,0.0122618012300695,3,3
33,92,0.06983423575154986,0.028564657145229932,0.0,0.045600768424791174,probeC,767871931,9.704344013279465,9.457647775746496,7.491004252535165,6.06195134899431,0.99,0.000260631570716021,0.017454310064616,5,5
34,93,0.0765467222267037,0.04228726509968661,0.0,0.056102013864359736,probeC,767871931,2.519652980049485,2.4741011578305914,1.6601243048740595,2.81560985673967,0.99,0.000284528211725421,0.00475919724615983,4,2
35,96,0.0486634300518727,0.030871031711779205,0.0,0.16177155467412402,probeC,767871931,16.708947978326915,13.361771277676215,8.147284919856068,9.75241248973972,0.99,0.0251495892885158,0.0507767036935788,3,4
36,97,0.00855179760618303,0.01700134863565801,0.0,0.019491165044927983,probeC,767871931,6.018040026308372,8.543570993296772,8.012348707883547,6.25220205970318,0.99,0.0241157965033862,0.0260601200607954,3,5
37,99,0.16587167931291613,0.21959521284153216,0.12354073800609297,0.2151810173931299,probeC,767871931,3.1429108334116322,7.154174283973187,11.790562643114164,6.04967061528717,0.99,0.00183200834155299,0.0185561427455731,4,4
